company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region
Uncommon Schools,Education,Teacher,2,2.0,"Aug 28, 2018",Failing School System Offers No Support to Teachers,Teacher,"Former employee, more than 1 year","Saint Louis, MO",negative,,negative,Interesting students A few talented and helpful coworkers,Standards for teachers and students have drastically declined in the interest of keeping schools open Virtually no curriculum or instructional support of any kind at most schools Broken discipline systems creates unsafe environment for teachers and students,Saint Louis,MO,Midwest
Uncommon Schools,Education,Teacher,2,1.0,"Mar 9, 2018",Teacher,Teacher,"Current employee, more than 1 year","Saint Louis, MO",negative,,negative,Some of the teachers have acceptable pedagogical knowledge.,"Several students in each class are incredibly violent, they assault each other and staff. Administration does nothing. If you value your safety, this is not the place for you.",Saint Louis,MO,Midwest
Kettering Health,Healthcare,Nurse,1,4.0,"Jun 29, 2026",Better pay but often short-staffed,Registered nurse,Current employee,"Hamilton, OH",,,,Better pay in comparison to local hospitals,Patient ratio and support. Frequently short staffed,,,
Kettering Health,Healthcare,Nurse,1,1.0,"Sep 1, 2025",Mobile ICU/ (Transportation only),Registered nurse,"Former employee, more than 1 year","Dayton, OH",negative,positive,negative,"Fantastic coworkers, the mobile ICU itself is a great job that really lets you make use of a wide range of nursing skills",Micromanaging Sketchy leadership Incompetent dispatchers Incompetent transfer center nurses Zero support from management Blatant targeting and retaliation,,,
Kettering Health,Healthcare,Nurse,1,5.0,"Jun 9, 2025",Excellent Hospital Network!,Registered nurse,"Former employee, more than 3 years","Dayton, OH",positive,positive,positive,"Good pay, good values, great staff!","Staffing on floors could be better, better night shift food options",,,
Kettering Health,Healthcare,Nurse,1,3.0,"May 18, 2025",They dont pay you for BSN or MSN degree,Registered nurse,"Current employee, more than 3 years","Dayton, OH",negative,,negative,Plenty of hours if you want,Lazy Charge RNS. Management leaves early,,,
Kettering Health,Healthcare,Nurse,1,5.0,"Feb 26, 2025",Healthy Work Environment,Registered nurse,"Current employee, more than 1 year","Huber Heights, OH",,,,I absolutely love where I work and the team we have on staff. Everyone pitches in to help one another without even needing to be asked. Coverage for shifts is easy if needed and management has your back! 10/10 recommend working in the Huber Heights location,"Instead of setting your own schedule there is a set 6 week schedule, which has pros/cons when it comes to home life schedule.",,,
Kettering Health,Healthcare,Nurse,2,4.0,"Feb 21, 2025",Good environment,Registered nurse,"Current employee, more than 1 year","Kettering, OH",,,,I love the people I work with.,Management keeps adding things to workload.,,,
Kettering Health,Healthcare,Nurse,2,5.0,"Dec 23, 2024",Past employee,Registered nurse,Former employee,"Miamisburg, OH",,,,"Great company, good management, good schedule","Benefits were expensive, requires you to get bsn",,,
Kettering Health,Healthcare,Nurse,2,5.0,"Dec 12, 2024",Great company to work for!,Registered nurse,"Current employee, more than 8 years","Kettering, OH",positive,neutral,positive,-Many different options in terms of location/units/etc. if you're wanting to expand your experience,"-Depending on location, may have to drive South where there are more campuses - slowly entering the market North of Dayton",,,
Kettering Health,Healthcare,Nurse,2,3.0,"Sep 12, 2024",Worked hard here,Registered nurse,"Current employee, more than 5 years","Kettering, OH",negative,negative,negative,High level NICU and great teamwork,"Not safe staffing, work short all the time, managers and educators don't know how to work the floor and help, work short and won't offer premium pay",,,
Kettering Health,Healthcare,Nurse,2,3.0,"Sep 6, 2024",None,Registered nurse,"Former employee, more than 1 year","Dayton, OH",positive,positive,positive,Great place good people fun,"Benefits, cost of dining at hospital",,,
Kettering Health,Healthcare,Nurse,3,3.0,"May 20, 2024",Nice hospital,Registered nurse,"Current employee, less than 1 year","Dayton, OH",,,,Teamwork is pretty good. People seem to care.,Disorganized. Assignment and nurse:patient ratio can be concerning.,,,
Kettering Health,Healthcare,Nurse,3,5.0,"Apr 28, 2024",Great Company,Registered nurse,"Current employee, more than 3 years","Moraine, OH",positive,positive,positive,They really appreciate their employees,There are no cons- they encourage furthering education,,,
Kettering Health,Healthcare,Nurse,3,4.0,"Apr 17, 2024",I Recommend,Registered nurse,"Current employee, more than 1 year","Kettering, OH",positive,neutral,positive,Nice facility,Cafeteria closes early if you work nights.,,,
Kettering Health,Healthcare,Nurse,3,2.0,"Apr 2, 2024",Working at GV,Registered nurse,"Former employee, more than 1 year","Birmingham, AL",,,,"Nice hospital, good cafeteria, easy parking",Nurse and patient ratios not good,,,
Kettering Health,Healthcare,Nurse,3,3.0,"Mar 29, 2024",Just another business,Registered nurse,"Current employee, more than 5 years","Kettering, OH",negative,negative,negative,I like my unit and my coworkers.,Kettering doesn't care about patients or employees. Just profits and good scores. It's just another business.,,,
Kettering Health,Healthcare,Nurse,4,5.0,"Mar 22, 2024",Fantastic,Registered nurse,"Current employee, more than 1 year","Kettering, OH",positive,positive,positive,My department leadership is caring,I’m honestly very happy here,,,
Kettering Health,Healthcare,Nurse,4,5.0,"Jan 20, 2024",Great,Registered nurse,Current employee,"Dayton, OH",,,,Great place to work. Management and culture has been fantastic,I don't have any negative comments for the location I work at,,,
Kettering Health,Healthcare,Nurse,4,5.0,"Oct 18, 2023",Good Company,Registered nurse,Current employee,"Dayton, OH",positive,positive,positive,Room for advancement and movement within,Still short staffed like everyone else,,,
Kettering Health,Healthcare,Nurse,4,3.0,"Sep 18, 2023",RN at KH,Registered nurse,Current employee,"Dayton, OH",,,,Kettering Health is technically a faith based organization,I have had bad experiences with management on my floor,,,
Kettering Health,Healthcare,Nurse,4,4.0,"Jul 21, 2023",Listen to your employees better,Registered nurse,"Current employee, more than 10 years","Kettering, OH",,negative,negative,Leave work knowing you have good patient care,"Terrible benefits and work life balance, can’t retain nurses",,,
Kettering Health,Healthcare,Nurse,5,4.0,"Jul 5, 2023",Nursing,Registered nurse,"Current employee, less than 1 year","Dayton, OH",,,,Nice co workers. Clean hospital,Pay could be higher. Purposeful tight scheduling to save money that adds unnecessary stress to job.,,,
Kettering Health,Healthcare,Nurse,5,4.0,"May 28, 2023",Hello! I’m your Nurse!,Registered nurse,Current employee,,positive,negative,neutral,They have good benefits and also ok pay.,Staffing Not caring about staff,,,
Kettering Health,Healthcare,Nurse,5,3.0,"May 14, 2023",Has its pros and cons,Registered nurse,"Current employee, more than 1 year","Kettering, OH",negative,negative,negative,Has good team mates depending on units,Need decent salary increase with market value,,,
Kettering Health,Healthcare,Nurse,5,5.0,"May 7, 2023",Great Medical Center,Registered nurse,"Current employee, more than 1 year","Kettering, OH",positive,,positive,Supportive organization Good Leadership Innovative,Some similar challenges with staffing you would find anywhere,,,
Kettering Health,Healthcare,Nurse,5,3.0,"Apr 12, 2023",Ok,Registered nurse,Current employee,,positive,negative,positive,Helpful to new nurses Good management on local level. But they have little say in terms of pay or how they can run their own units.,No efforts for retention. Short staffed,,,
Kettering Health,Healthcare,Nurse,1,2.0,"Jan 31, 2024",Run,Nurse practitioner,"Former employee, more than 10 years","Kettering, OH",negative,negative,negative,Besides some people i met there was nothing good,Toxic environment with leadership resembling an authoritative dictatorship,,,
Kettering Health,Healthcare,Nurse,1,4.0,"Apr 12, 2023",Good employer,Nurse practitioner,Current employee,"Jamestown, OH",,,,"good benefit package, good work environment",Not a lot of support from higher levels,,,
Kettering Health,Healthcare,Nurse,1,4.0,"Nov 7, 2022",Decent place to work with low raises,Nurse practitioner,"Current employee, more than 5 years","Kettering, OH",negative,neutral,neutral,"Hours, culture, staff, PTO time","2% annual raise no matter what, will not give out higher raises and they do not adjust for inflation. HR will not negotiate starting pay.",,,
Kettering Health,Healthcare,Nurse,1,5.0,"Apr 5, 2022",Great place to work,Nurse practitioner,Former employee,,positive,neutral,positive,Flexible with my school schedule,Only was part time position,,,
Kettering Health,Healthcare,Nurse,1,4.0,"Nov 14, 2016","Excellent organization, lower pay",Nurse practitioner,Current employee,"Kettering, OH",positive,positive,positive,"The support from senior leadership is excellent. The team at KPN (Kettering Physician Network) is committed to placing APPs in areas of practice that they thrive in with support and resources. KPN is very open to feedback/recommendations for improvement, and act on recommendations.","Physicians seem less accustomed to working with APPs within the network. They have all been very open to building a working relationship, but are unfamiliar with our scope of practice, etc. Joining the network without experience as a nurse practitioner, I found the salary to be a bit less than other offers in the area.",,,
Fairview Health Services,Healthcare,Nurse,1,4.0,"Nov 13, 2024",fine,Nurse,Current employee,"Edina, MN",,,,good coworkers many of them are great,management can not be great at times,,,
Fairview Health Services,Healthcare,Nurse,1,4.0,"Aug 23, 2023",Fair,Nurse,Current employee,,positive,neutral,positive,Community feel at the hospital,More focus given to larger hosptials in system,,,
Fairview Health Services,Healthcare,Nurse,1,2.0,"Apr 26, 2022",Poor communication,Nurse,"Current employee, more than 8 years","Minneapolis, MN",negative,,neutral,"Multiple locations, so a lot of openings/opportunities","Horribly disorganized. Constant system upgrades for no reason. Doesn’t help the staff and doesn’t improve patient care, so why? Spending tons of money to appear to care about diversity yet they have difficulty sourcing medical supplies and keep staff. MHFV doesn’t care about their employees or patients. Oh and they can’t even turn a profit.",,,
Fairview Health Services,Healthcare,Nurse,1,3.0,"Apr 26, 2021",A good place?,Nurse,Current employee,,positive,neutral,positive,The staff is among the best in the United States. They are all friendly and go out of their way to make you feel welcome.,The patient load is getting worse. They claim it is because they lost money during COVID-19. We know they received money from the states and the company is doing fine.,,,
Fairview Health Services,Healthcare,Nurse,1,5.0,"Apr 26, 2021",Place,Nurse,Current employee,"Saint Paul, MN",,,,Good place to work mostly,None but some times bad,,,
Fairview Health Services,Healthcare,Nurse,2,2.0,"Jan 6, 2020","Good benefits, incompetent managers",Nurse,Former employee,,negative,,negative,"I worked in the mental health outpatient program(s). The hours were steady, the other employees were great, and you got the chance of working on a great team as far as PHP went. The day treatment manager was understanding and helpful. Good pay. Benefits were good and included high accrual of PTO, and STD.","OT and nursing not valued, only therapists are. Little direction from management, who is often not in your field and not in your scope of practice. Management, at least with PHP is incompetent and only stands to micromanage. Management has no idea about the curriculum and how you do your job. Managers don't let employees with more experience and higher levels of education use these tools to their advantage. Risky policies for falls that could come back on a nurses' license. Very little support given to new employees during orientation. The management is the perfect example of the Peter Principle",,,
Fairview Health Services,Healthcare,Nurse,2,2.0,"Jun 16, 2018",lots of turnover,Nurse,"Former employee, more than 1 year","Minneapolis, MN",negative,neutral,neutral,pay was good. good work/life balance; autonomy,little feedback; lots of turnover in upper management; recent merger led to massive layoff.,,,
Fairview Health Services,Healthcare,Nurse,2,4.0,"May 12, 2016",Birth Place Nurse,Nurse,Current employee,"Minneapolis, MN",positive,positive,positive,"Great co-workers, excellent benefits through MNA.",Pressure to work above appointment due to staffing levels,,,
Avera Health,Healthcare,Nurse,1,3.0,"May 30, 2026",Respect for patients not mirrored in employee treatment,Registered nurse,Current employee,,negative,negative,negative,It's an option of you choose to work for a Christian organization. It's expected of employees to treat patients with dignity and respect.,Employees do not get the same courtesy of dignity and respect as patients do. New to EPIC. Went live at midnight. Chose the most minimal transition option. Training was minimal and now the expectation is to function with i a system that has not even tested in practice. Upper management does not take the effect of line staff into consideration.,,,
Avera Health,Healthcare,Nurse,1,5.0,"Apr 12, 2026",Good place to work,Registered nurse,"Current employee, more than 3 years","Sioux Falls, SD",,,,Great place to work at,Can’t think of any issues.,,,
Avera Health,Healthcare,Nurse,1,5.0,"Oct 7, 2025",Great place to work!,Registered nurse,"Current employee, more than 3 years","Sioux Falls, SD",positive,positive,positive,"Very supportive culture, good hourly pay.",Can be hard and stressful some days but that’s a given for healthcare.,,,
Avera Health,Healthcare,Nurse,1,4.0,"Aug 8, 2025",Average pay/benefits,Registered nurse,Former employee,"Sioux Falls, SD",,,,The pay and benefits are pretty standard for the area.,"Insurance is sub par, restricted to certain providers.",,,
Avera Health,Healthcare,Nurse,1,5.0,"Jun 28, 2025",Great,Registered nurse,Current employee,"Sioux Falls, SD",positive,positive,positive,"Great mission, vision, values. They care.",Some staff negative and need a new job.,,,
Avera Health,Healthcare,Nurse,2,5.0,"Mar 17, 2025",Best hospital seen so far interms of employees treatment,Registered nurse,"Current employee, less than 1 year","Sioux Falls, SD",positive,positive,positive,"I came to Avera as an international registered Nurse, they supported me and my family in every step of the way. Never a day have I regrated working with Avera. I have a good team and everyone is so nice and I hope it continues. God bless Avera","I don't have any for now, but I will definitely put it up here once I discover any",,,
Avera Health,Healthcare,Nurse,2,4.0,"Nov 9, 2024",Base pay,Registered nurse,Former employee,"Sioux Falls, SD",positive,neutral,neutral,Great team work and working conditions,Disconnect between administration and the boots on the ground,,,
Avera Health,Healthcare,Nurse,2,5.0,"Apr 17, 2024",Good,Registered nurse,Former employee,"Sioux Falls, SD",,,,Loved the atmosphere of caring for patients,Not placing importance of patient safety with new hires. Incompetent workers,,,
Avera Health,Healthcare,Nurse,2,3.0,"Mar 10, 2024",Avera holy family,Registered nurse,"Former employee, more than 5 years","Estherville, IA",,,,"Great team work within departments, lots of veteran nurses with great skills, compassion, and bed side manner. Patient to nurse ratios are good. Variety of patients. Benefits: 403b with up to 4% match and student loan payments.",Recently layed off a couple of managers that had been there for over 20+ years. Since the reduction of department managers you never see upper management that have absorb the responsibility of each departments and they have no idea what to do. Health insurance does not cover birth control.,,,
Avera Health,Healthcare,Nurse,2,5.0,"Dec 28, 2023","Avera - ICU RN, BSN",Registered nurse,"Current employee, less than 1 year","Sioux Falls, SD",positive,positive,positive,Avera clearly cares for their employees deeply and they clearly value a work-life balance. They are passionate about evidence-based practice and patient care.,"The management of the Med/Surg/Trauma ICU is very poor which affects nursing care as well as the patient experience. Understaffing, while a nationwide problem, is something management is actively contributing to by choosing to not hire more staff - qualified applicants have expressed interest in a job and are not hired and instead current staff are encouraged to pick up extra shifts to assist with short staffing.",,,
Avera Health,Healthcare,Nurse,3,5.0,"Dec 16, 2023",Pay,Registered nurse,"Former employee, more than 1 year","Sioux Falls, SD",positive,,,"PTO accrual, supportive environment, ablet to train critical care","Hard to use PTO due to hospital PTO policies, but it is easy to accrue hours",,,
Avera Health,Healthcare,Nurse,3,4.0,"Oct 18, 2023",Good company,Registered nurse,"Current employee, more than 3 years","Sioux Falls, SD",positive,neutral,positive,"Good PTO, good pay, good co-workers, empowering mission",Don't always give raises at the time of year they say they will- delayed at times,,,
Avera Health,Healthcare,Nurse,3,5.0,"Jul 26, 2023",Rn,Registered nurse,Current employee,"Sioux Falls, SD",,,,Great place to work at,Always are very busy never slows,,,
Avera Health,Healthcare,Nurse,3,3.0,"Mar 25, 2023",RN,Registered nurse,Current employee,,,,,"good working community, safe work environment","gossipy culture, lack of leadership in certain areas",,,
Avera Health,Healthcare,Nurse,3,4.0,"Mar 20, 2023",Highly Recommend,Registered nurse,"Former employee, more than 3 years","Sioux Falls, SD",positive,positive,positive,Education and values the importance of nurturing future leaders.,Management of vacation hours and sick leave is disorganized on my floor. The pay for long term employees is not up to par with the pay for entry level/new nurses.,,,
Avera Health,Healthcare,Nurse,4,5.0,"Jan 11, 2023",Can't ask for a better company to work for,Registered nurse,"Current employee, more than 3 years",,positive,positive,positive,"Fantastic staff from top to bottom. They hire management based on merit and character, not based on politics. Top quality standards of care. The company often shows that it cares about its staff.",some facilities are getting a bit older....,,,
Avera Health,Healthcare,Nurse,4,5.0,"Nov 4, 2022",Avera,Registered nurse,"Current employee, more than 1 year","Sioux Falls, SD",positive,neutral,neutral,"Management, employees, coworkers all work together","Pay, short staffed throughout hospital",,,
Avera Health,Healthcare,Nurse,4,4.0,"Sep 8, 2022",Preferred it over competition,Registered nurse,Current employee,,positive,neutral,neutral,Typically gave 2 raises a year. Enjoyed my time employed here better than the other large hospital. My direct leaders were good.,Did not give raises this year. Upper management did not seem to care.,,,
Avera Health,Healthcare,Nurse,4,4.0,"Jul 11, 2022",Great Company,Registered nurse,"Former employee, more than 5 years",,positive,positive,positive,"Positive team culture, everyone is willing to help everyone",I have no cons to share.,,,
Avera Health,Healthcare,Nurse,4,5.0,"Jun 17, 2022",A review,Registered nurse,"Current employee, more than 10 years","Aberdeen, SD",positive,positive,positive,Nice place. Clean desk. Yep.,Not much. Not at all.,,,
Avera Health,Healthcare,Nurse,5,3.0,"Jun 14, 2022",RN,Registered nurse,Current employee,,positive,positive,positive,"Pay, self scheduling, coworkers, every 3rd weekend","Management, lack of support, long hours",,,
Avera Health,Healthcare,Nurse,5,3.0,"May 24, 2022",Rn,Registered nurse,Former employee,,,neutral,,Great coworkers and doctors to work with,Allow for better work/life balance with more PT positions,,,
Avera Health,Healthcare,Nurse,5,2.0,"Dec 30, 2021",NA,Registered nurse,Current employee,"Sioux Falls, SD",,,,Friendly staff and work environment,Management dismisses concerns with toxic coworkers,,,
Avera Health,Healthcare,Nurse,5,4.0,"Dec 27, 2021",a,Registered nurse,Current employee,"Sioux Falls, SD",,,,always great and easy going,commute to work is long,,,
Avera Health,Healthcare,Nurse,5,2.0,"Dec 2, 2021",Unethical and unsafe patient practices,Registered nurse,"Former employee, more than 3 years",,negative,,negative,"Received hospital experience, but at a cost of unethical practices.","Patients did not come first, unsafe patient safety practices. They treated union workers different then non union workers. Non competitive wages, rural hospitals in the area paid way more. Forced overtime.",,,
Avera Health,Healthcare,Nurse,6,4.0,"Aug 23, 2021",semiannual raises,Registered nurse,"Current employee, less than 1 year","Sioux Falls, SD",positive,,,gives employees a raise twice a year,depending on location may need to use PTO for days you are off,,,
Avera Health,Healthcare,Nurse,6,5.0,"Aug 19, 2021",Great place,Registered nurse,"Former employee, less than 1 year",,,,,Great place to work. Great team work and leadership,"This was a great job, no cons for me",,,
Avera Health,Healthcare,Nurse,6,5.0,"Jun 14, 2021",Great workplace,Registered nurse,"Former employee, more than 3 years",,,positive,,"Caring, passionate, helpful, easy to move within the organization","Not enough staff at times, pay was less, insurance is subpar",,,
Avera Health,Healthcare,Nurse,6,4.0,"Apr 26, 2021",Avera McKennan,Registered nurse,Current employee,,,,,"Magnet hospital, pay, and incentives","patient to nurse ratio, parking, facility cleanliness",,,
Avera Health,Healthcare,Nurse,6,4.0,"Apr 17, 2021",Nurse,Registered nurse,Current employee,"Sioux Falls, SD",positive,neutral,neutral,"Flexible, management, human resources, support, relationships.","Pay, time off, expectations, stress, hours.",,,
Avera Health,Healthcare,Nurse,7,3.0,"Apr 5, 2021",Ok,Registered nurse,Current employee,"Marshall, MN",,,,"Good wage, nice schedule, great coworkers",Management can be quite detached.,,,
Avera Health,Healthcare,Nurse,7,5.0,"Mar 22, 2021",Supportive,Registered nurse,"Current employee, more than 3 years","Sioux Falls, SD",positive,,positive,Support management Good coworkers Learning opportunities Continuing education,Short staffed at times Management just trying to meet the bottom line,,,
Avera Health,Healthcare,Nurse,7,5.0,"Mar 16, 2021",Great place to work,Registered nurse,"Current employee, more than 1 year","Sioux Falls, SD",positive,,,adminstration really cares about their employees,I really cant think of any cons,,,
Avera Health,Healthcare,Nurse,7,5.0,"Feb 25, 2021",Registered nurse,Registered nurse,Former employee,,,,,Great hospital and great place to,Working days and nights is not ideal,,,
Avera Health,Healthcare,Nurse,7,5.0,"Jan 18, 2021",Good employer,Registered nurse,Current employee,"Brandon, SD",,,,Great place to work and learn,"Depending on where you work, not the best hours",,,
Avera Health,Healthcare,Nurse,8,3.0,"Jan 3, 2021",Great,Registered nurse,Current employee,"Sioux Falls, SD",,,,Good for those seeking nursing employment,Had for those who may not be Christian,,,
Avera Health,Healthcare,Nurse,8,4.0,"Jan 1, 2021",Good place to work,Registered nurse,"Current employee, more than 5 years",,positive,,positive,the people you work with are the best,call-off when patient census is low,,,
Avera Health,Healthcare,Nurse,8,5.0,"Dec 21, 2020",Review,Registered nurse,Current employee,"Minneapolis, MN",positive,positive,positive,Good and perfect place to work,Not applicable at this facility,,,
Avera Health,Healthcare,Nurse,8,5.0,"Dec 17, 2020",Love avera,Registered nurse,Current employee,"Sioux Falls, SD",positive,positive,positive,Great family. I will miss them,none. avera is a great place to work,,,
Avera Health,Healthcare,Nurse,8,5.0,"Oct 27, 2020",Registered Nurse,Registered nurse,Current employee,"Sioux Falls, SD",positive,positive,positive,There is a supportive work environment,"being a catholic affiliated hospital, certain things such as birth control aren't covered on insurances plans for employees",,,
Avera Health,Healthcare,Nurse,9,4.0,"Oct 18, 2020",Rn,Registered nurse,Current employee,"Sioux Falls, SD",,,,Two floors I’ve been on had great teamwork,Sometimes you don’t feel valued,,,
Avera Health,Healthcare,Nurse,9,2.0,"Sep 4, 2020",No good,Registered nurse,"Former employee, more than 1 year","Sioux Falls, SD",negative,neutral,neutral,"Not good, don’t apply here","All kinds of them, too many to list",,,
Avera Health,Healthcare,Nurse,9,4.0,"Apr 14, 2019",Great Work Environment,Registered nurse,Current employee,,,,,"great staff, helpful resources, works as a team","unit gossip, at times understaffed",,,
Avera Health,Healthcare,Nurse,9,4.0,"Jun 25, 2018",Mostly good,Registered nurse,"Current employee, more than 10 years","Sioux Falls, SD",positive,positive,positive,"Family-like atmosphere, many long term employees, good pay, decent benefits",It’s all in who you know with McKennan. People get hired and promoted because of their name or who they have a connection with.,,,
Avera Health,Healthcare,Nurse,9,5.0,"Sep 23, 2017",Wonderful Organization,Registered nurse,"Current employee, more than 5 years","Sioux Falls, SD",positive,positive,positive,"Awesome mission and values. I love my coworkers and our patient population. Magnet designated hospital for several years running, which is mostly unheard of. I appreciate that the hospital is trying to get to be more highly competitive with nursing wages.","The specific leadership on my unit is less than desirable. However, it is apparent that our manager is trying to step it up this past year. The hospital also is very large, so I've begun to feel like a number, like just another nurse. There is a lack of understanding and depth of insight and discernment into specific employee problems that arise also, which is a huge dissatisfier. Our extended sick leave benefit was also cut, which is yet another gouge to the middle class worker. The ESL is essentially our insurance policy to be able to pay our bills should an unexpected medical anything come up. All of the employees on my unit were extremely upset by this move.",,,
Avera Health,Healthcare,Nurse,10,5.0,"Mar 9, 2017",Wonderful,Registered nurse,"Current employee, less than 1 year",,positive,positive,,"Great management who listen to your concerns, wonderful coworkers, cooperative new graduate pay",Not many dining options especially at night,,,
Avera Health,Healthcare,Nurse,10,5.0,"Jun 5, 2014","The last 13 years at ASHH have been enjoyable, as well as filled with progressive change and making them a better place.",Registered nurse,"Current employee, more than 10 years","Yankton, SD",positive,,neutral,"The hospital is a small town atmosphere. Everyone comes together, in particular during times of need and difficulty. I felt it easy to talk to my boss and always felt as though she listened, moving forward with change if need be. They have a nice PTO package and offer an employee discount when you use the hospital facility. Orientation, training, and educational opportunities are definitely available. They are encouraging when going back to further your eduction.",It is difficult to use your sick time you build up. Slow in catching onto current trends.,,,
Avera Health,Healthcare,Nurse,10,1.0,"May 7, 2014","Mission Statement must apply to patients only, employees treated as expendable",Registered nurse,"Current employee, more than 10 years","Pierre, SD",negative,neutral,negative,Absolutely no pros since recent take over from CHI to Avera McKennan Large percentage of hospital staff unhappy with recent management choices,New CEO is micromanager not open to ANY employees -including VP's - enjoys fear factor leadership Has come in and cleaned house of all management previously in place Hospital Moral is lowest in 20+ years Good old boy club on new level Recently could not earn accreditation due to lack of effective and fair leadership Has been firing staff with no reasons or consideration of past performance No integrity or honesty at this point,,,
Avera Health,Healthcare,Nurse,10,3.0,"Apr 15, 2012",Ok place to work,Registered nurse,Current employee,,,positive,,Pay and benefits are good for this area.,It is small enough that how employees are treated are not always equal. Some supervisors are personal friends with other staff they are supposed to be managing.,,,
BJC HealthCare,Healthcare,Nurse,1,3.0,"Nov 3, 2025",BJC,Nurse practitioner,Current employee,"Steelville, MO",,,,"Good benefits; 401K, vacation time, health insurance, dental insurance",It is a big corporation.,,,
BJC HealthCare,Healthcare,Nurse,1,4.0,"Sep 6, 2024",first time,Nurse practitioner,"Current employee, more than 5 years","Saint Louis, MO",negative,neutral,neutral,"convenient location, top hospital among the nation","being hourly paid, bad turn over, do not value the current emploees",,,
BJC HealthCare,Healthcare,Nurse,1,5.0,"Jul 6, 2023",BJC,Nurse practitioner,Current employee,,positive,positive,positive,Benefits are great. BJC still offers pension.,There are no paid CME days,,,
BJC HealthCare,Healthcare,Nurse,1,5.0,"Mar 25, 2023",Great healthcare system.,Nurse practitioner,"Former employee, more than 10 years","Saint Louis, MO",positive,positive,positive,Pay is comparable to other healthcare systems in the area. Good benefits and flexibility. BJC communicates well. Good tuition reimbursement and they have a yearly CME allowance.,No significant cons to mention. Overall was a great place to work.,,,
BJC HealthCare,Healthcare,Nurse,1,5.0,"Dec 14, 2022",Nurse Practitioner,Nurse practitioner,"Former employee, more than 3 years",,positive,positive,positive,"BJC is a great place to work. You receive wonderful support from management, colleagues, etc.",Management could use some improvement,,,
BJC HealthCare,Healthcare,Nurse,2,5.0,"Mar 23, 2022",Good place to work,Nurse practitioner,Current employee,,positive,positive,positive,"Salary is good, education; good manager support",Long hours some days; No bonuses,,,
BJC HealthCare,Healthcare,Nurse,2,4.0,"Feb 25, 2022",good benefits,Nurse practitioner,Current employee,,positive,neutral,positive,good benefits easy to work for,lost in the corporate system just another body,,,
BJC HealthCare,Healthcare,Nurse,2,4.0,"Oct 6, 2021",Good,Nurse practitioner,"Current employee, less than 1 year","Saint Louis, MO",,,,"Nice people, good managers, I like it.","Tough environment, hard work, big team",,,
BJC HealthCare,Healthcare,Nurse,2,4.0,"Jul 7, 2021",Good,Nurse practitioner,"Current employee, more than 1 year",,,,,Good experience for an NP,I don't have any cons,,,
BJC HealthCare,Healthcare,Nurse,2,1.0,"Oct 6, 2020",Horrible new managemebt,Nurse practitioner,"Current employee, more than 8 years","Saint Louis, MO",negative,negative,negative,Coworkers and that is about it,"Money hungry, not worried about patient care",,,
BJC HealthCare,Healthcare,Nurse,3,3.0,"Aug 31, 2020",pre op,Nurse practitioner,"Former employee, more than 3 years","Saint Louis, MO",,,,No working on weekends or taking home work,no areas to advance in dept,,,
BJC HealthCare,Healthcare,Nurse,3,5.0,"Nov 29, 2019",Great place to work,Nurse practitioner,"Current employee, more than 1 year",,positive,,,"flexible scheduling, good compensation",employee parking garage is a long distance,,,
Indiana University Health,Healthcare,Nurse,1,5.0,"Apr 21, 2025",Good place to work,Nurse practitioner,"Current employee, less than 1 year","Indianapolis, IN",positive,neutral,neutral,"Pay is fair for COL, interviewing/onboarding was efficient, positive working environment for new grads.",Not any come to mind.,,,
Indiana University Health,Healthcare,Nurse,1,4.0,"Oct 14, 2024",Good place to work,Nurse practitioner,Current employee,"Indianapolis, IN",,,,Teaching hospitals which help new NPs,Big corporation that someone can feel lost in,,,
Indiana University Health,Healthcare,Nurse,1,3.0,"Jan 24, 2024",Nurse Practitioner,Nurse practitioner,"Current employee, more than 3 years","Lafayette, IN",negative,,negative,"Co-workers, multiple locations to work at","low pay, no holiday pay. Demand too high - big business.",,,
Indiana University Health,Healthcare,Nurse,1,4.0,"Jan 6, 2024","High stress, great learning opportunity",Nurse practitioner,"Current employee, more than 3 years","Indianapolis, IN",positive,negative,positive,"Great learning opportunity. Very busy service line, feel like a valued member of the team. Most of the MDs I work with really value our role.",Work late almost everyday and am salary so it is unpaid OT. A lot of handholding and coddling with some of the MDs I work with.,,,
Indiana University Health,Healthcare,Nurse,1,5.0,"Mar 10, 2023",We see rare and the sickest women cancer patients,Nurse practitioner,Current employee,,,,,1. Variety of patients 2. All the MDs are very nice and are highly recommended. 3. Good support and communication among providers,1. No support administrator 2. Uneven pay,,,
Indiana University Health,Healthcare,Nurse,2,5.0,"Mar 6, 2023",Excellent Healthcare Institution,Nurse practitioner,"Current employee, more than 10 years","Cary, IL",positive,positive,positive,"Amazing dedication to not only their patients, but the staff too. Incredible free CEU's end strong leadership support. Actively supports education and career advancement for staff. Competitive salary for Indiana (not so competitive compared to Illinois). An employer that really believes and demonstrates their mission statement. Excellent perks and benefits (assuming you reside in INDIANA). I have never felt this supported by any Illinois institution.",Haven't come across any in all my years!,,,
Indiana University Health,Healthcare,Nurse,2,3.0,"Feb 14, 2023",10 year employee,Nurse practitioner,"Current employee, more than 8 years","Indianapolis, IN",,,,"Able to participate in research, well respected company","Opinion doesn’t seem to be heard, not competitively paid",,,
